Date,AvgFreq_Hz,FreqVariationIndex,Freq_4990_5005_pct,Freq_below_4990_pct,Bhutan_Exchange_MU,Bhutan_DayPeak_MW,Bhutan_DayAvg_MW,Nepal_Exchange_MU,Nepal_DayPeak_MW,Nepal_DayAvg_MW,Bangladesh_Exchange_MU,Bangladesh_DayPeak_MW,Bangladesh_DayAvg_MW,Flow_East_to_North,Flow_East_to_NorthEast,Flow_East_to_South,Flow_East_to_West,Flow_NorthEast_to_North,Flow_West_to_North,Flow_West_to_South
03-06-2025,50.0,0.037,74.86,5.43,28.8,1201.0,-2.1,117.0,-88.0,-20.6,-962.0,-858.0,,-13.4,3.0,-36.9,49.0,-12.1,-250.0,-14.6
04-06-2025,50.02,0.064,66.11,5.24,28.6,1191.0,-0.8,-78.0,-32.0,-20.5,-900.0,-853.0,,-27.3,-2.6,-38.8,39.1,-12.2,-223.7,-32.9
05-06-2025,49.96,0.085,73.87,15.34,25.6,1067.0,-0.8,74.0,-34.0,-20.6,-881.0,-858.0,,-33.5,0.5,-48.6,29.9,-12.2,-221.8,-77.0
06-06-2025,50.0,0.023,82.47,2.07,29.8,1242.0,-2.6,60.0,-106.0,-20.6,-916.0,-858.0,,-48.2,-5.6,-40.4,13.8,-12.2,-273.6,-103.4
07-06-2025,49.99,0.036,78.25,6.81,23.2,966.0,-1.3,104.0,-54.0,-18.4,-920.0,-765.0,,-21.7,-12.2,-37.4,42.2,-12.1,-323.7,-47.1
08-06-2025,49.99,0.046,78.28,7.37,21.0,875.0,-3.0,100.0,-124.0,-19.1,-973.0,-795.0,,-9.9,-14.2,-27.5,48.6,-11.7,-324.8,6.2
09-06-2025,50.02,0.05,69.62,3.94,19.4,807.0,-5.3,-532.0,-219.0,-23.5,-994.0,-977.0,,-20.1,-19.3,-16.7,48.8,-9.6,-368.6,16.1
10-06-2025,50.02,0.039,71.84,3.21,16.2,673.0,-4.3,-337.0,-178.0,-23.3,-994.0,-972.0,,-4.2,-24.5,-11.1,55.3,-9.7,-391.4,42.2
11-06-2025,49.99,0.028,84.87,4.44,16.1,669.0,-1.7,164.0,-70.0,-22.7,-994.0,-945.0,,-19.1,-22.0,-2.3,45.5,-9.7,-394.0,37.8
12-06-2025,49.97,0.058,74.76,15.32,18.4,765.0,3.0,402.0,124.0,-22.2,-957.0,-926.0,,-21.6,-23.9,3.4,33.4,-9.7,-420.9,38.8
13-06-2025,50.01,0.043,74.42,5.34,16.8,699.0,4.2,368.0,176.0,-19.5,-941.0,-811.0,,-9.1,-27.5,-1.0,34.5,-9.7,-422.0,52.6
14-06-2025,49.99,0.044,75.98,10.07,17.3,722.0,5.7,486.0,236.0,-21.5,-942.0,-898.0,,-15.0,-24.9,-8.1,49.9,-11.3,-473.5,143.2
15-06-2025,50.0,0.054,70.07,9.7,24.5,1020.0,8.2,700.0,343.0,-23.2,-1010.0,-966.0,,-26.0,-21.8,3.3,42.4,-11.6,-421.7,167.7
16-06-2025,50.0,0.043,69.43,7.58,34.9,1455.0,12.0,666.0,502.0,-23.9,-1027.0,-995.0,,-28.7,-17.3,-7.6,75.0,-13.9,-402.6,144.6
17-06-2025,50.03,0.082,65.17,5.76,43.1,1794.0,12.6,720.0,525.0,-20.3,-1027.0,-844.0,,-43.1,-15.8,-17.5,67.8,-12.2,-299.3,78.1
18-06-2025,50.02,0.041,69.0,1.01,49.4,2060.0,13.3,709.0,553.0,-22.2,-1019.0,-923.0,,-56.2,-15.9,-34.2,60.2,-12.1,-283.6,25.8
19-06-2025,50.0,0.046,76.98,5.89,54.7,2280.0,15.2,742.0,631.0,-24.3,-1025.0,-1013.0,,-73.3,-13.8,-37.3,47.0,-9.9,-323.3,14.8
20-06-2025,50.02,0.044,73.62,1.7,57.9,2414.0,16.6,730.0,690.0,-24.5,-1030.0,-1023.0,,-88.3,-11.2,-41.8,37.7,-7.5,-311.0,-12.5
21-06-2025,49.99,0.047,78.23,10.2,58.9,2453.0,15.8,779.0,658.0,-23.9,-1035.0,-995.0,,-73.1,-14.6,-33.5,45.0,-8.5,-337.4,25.0
22-06-2025,50.01,0.059,71.38,6.79,58.2,2427.0,12.8,686.0,534.0,-23.3,-981.0,-971.0,,-69.1,-10.6,-22.6,41.8,-8.5,-326.8,55.3
23-06-2025,49.99,0.079,66.42,15.75,51.5,2145.0,15.7,777.0,652.0,-23.4,-988.0,-973.0,,-83.9,-11.3,-22.4,35.0,-8.1,-344.3,28.0
24-06-2025,50.02,0.054,61.35,5.16,57.2,2383.0,16.2,765.0,673.0,-18.8,-985.0,-783.0,,-78.8,-8.2,-17.9,37.2,-8.6,-347.2,33.2
25-06-2025,49.98,0.071,73.55,14.2,58.0,2415.0,16.1,734.0,672.0,-12.7,-551.0,-528.0,,-91.7,-7.0,-31.8,5.9,-8.5,-304.0,22.4
26-06-2025,50.01,0.039,76.98,3.78,52.9,2204.0,15.1,698.0,630.0,-12.7,-566.0,-528.0,,-96.7,-12.9,-20.2,22.7,-8.5,-321.8,35.0
27-06-2025,49.98,0.081,67.75,15.15,50.2,2093.0,14.2,681.0,592.0,-21.1,-1028.0,-880.0,,-93.8,-9.3,-32.9,25.6,-8.5,-334.3,18.0
28-06-2025,49.99,0.069,66.74,12.59,55.5,2311.0,14.7,493.0,613.0,-24.3,-1023.0,-1012.0,,-84.6,-13.4,-38.2,32.3,-8.5,-339.8,3.9
29-06-2025,50.04,0.109,60.16,4.64,51.6,2150.0,16.5,787.0,687.0,-24.6,-1040.0,-1024.0,,-64.8,-16.6,-24.8,39.3,-8.6,-302.9,15.7
30-06-2025,50.02,0.041,71.45,3.52,51.6,2149.0,17.7,732.0,740.0,-24.6,-1036.0,-1027.0,,-49.3,-18.1,-27.4,39.3,-8.5,-275.9,-7.6
01-07-2025,50.0,0.049,71.53,8.04,50.9,2122.0,17.2,833.0,716.0,-24.3,-1039.0,-1012.0,,-61.9,-14.7,-26.3,40.3,-8.4,-264.7,-5.8
02-07-2025,49.96,0.066,76.96,16.18,56.5,2353.0,16.3,857.0,679.0,-23.9,-1028.0,-997.0,,-74.7,-18.2,-22.4,40.0,-8.5,-319.8,30.8
03-07-2025,49.98,0.057,75.39,11.54,53.9,2246.0,14.6,783.0,608.0,-23.7,-999.0,-987.0,,-87.9,-12.4,-17.8,21.5,-8.4,-352.2,67.4
04-07-2025,50.01,0.055,67.53,6.64,44.5,1855.0,15.7,772.0,652.0,-23.6,-1012.0,-985.0,,-73.7,-12.6,-16.5,18.2,-8.3,-332.6,52.8
05-07-2025,50.02,0.052,66.96,4.14,55.7,2322.0,16.9,798.0,705.0,-23.7,-1001.0,-986.0,,-82.0,-8.5,-20.9,17.2,-8.4,-310.0,60.1
06-07-2025,50.02,0.033,71.92,2.8,53.7,2237.0,16.2,846.0,677.0,-23.7,-999.0,-987.0,,-99.3,-4.9,-10.1,27.6,-8.6,-284.9,94.6
07-07-2025,49.97,0.085,72.16,15.12,47.7,1988.0,15.6,708.0,651.0,-23.6,-1000.0,-985.0,,-78.9,-8.1,-20.0,30.7,-8.5,-303.8,52.5
08-07-2025,49.97,0.091,71.44,16.6,45.3,1888.0,14.4,730.0,598.0,-23.5,-995.0,-977.0,,-89.2,-6.5,-28.7,41.2,-8.4,-316.8,51.7
09-07-2025,50.01,0.057,65.06,7.93,45.5,1894.0,14.4,808.0,599.0,-23.6,-1006.0,-983.0,,-76.3,-7.9,-29.4,32.6,-8.6,-294.2,26.5
10-07-2025,50.02,0.043,72.67,4.33,45.2,1884.0,9.0,659.0,377.0,-22.9,-1006.0,-955.0,,-61.7,-12.6,-40.1,40.9,-8.4,-189.9,-32.2
11-07-2025,50.0,0.04,76.89,6.94,36.9,1538.0,15.5,756.0,647.0,-23.9,-1019.0,-998.0,,-67.3,-16.2,-42.0,51.9,-4.5,-216.7,-23.0
12-07-2025,50.0,0.055,68.54,8.59,33.3,1388.0,15.2,786.0,632.0,-23.6,-990.0,-982.0,,-25.1,-22.4,-28.6,63.1,-8.5,-251.3,17.9
13-07-2025,50.01,0.036,70.6,4.48,36.0,1500.0,12.7,698.0,527.0,-23.7,-1010.0,-987.0,,-20.8,-21.3,-21.8,56.7,-8.5,-219.8,36.7
14-07-2025,50.03,0.029,74.11,0.06,40.5,1688.0,15.6,762.0,651.0,-23.6,-1006.0,-983.0,,-22.0,-18.7,-35.4,48.2,-8.5,-181.9,-5.7
15-07-2025,49.99,0.063,67.43,12.2,49.5,2062.0,16.0,878.0,669.0,-23.3,-984.0,-970.0,,-47.2,-15.6,-44.6,40.6,-8.6,-170.9,-25.5
16-07-2025,50.02,0.038,67.96,3.62,47.7,1987.0,17.8,849.0,742.0,-23.3,-983.0,-971.0,,-62.7,-10.9,-53.2,26.0,-8.5,-109.7,-96.8
17-07-2025,49.99,0.058,69.94,9.59,44.3,1846.0,16.4,861.0,682.0,-23.6,-990.0,-982.0,,-48.7,-12.9,-37.4,34.2,-8.5,-131.0,-59.6
18-07-2025,50.01,0.05,68.91,6.04,40.3,1678.0,15.6,812.0,650.0,-22.9,-978.0,-953.0,,-42.7,-16.4,-31.0,52.5,-8.5,-206.0,-22.1
19-07-2025,50.0,0.034,74.49,6.33,38.2,1593.0,16.2,763.0,675.0,-22.9,-961.0,-955.0,,-37.7,-25.5,-24.4,53.5,-8.5,-262.2,49.1
20-07-2025,49.99,0.037,75.37,7.92,51.4,2142.0,15.0,817.0,626.0,-22.8,-974.0,-949.0,,-76.1,-9.9,-13.4,49.3,-8.5,-291.8,96.8
21-07-2025,49.99,0.063,72.62,10.9,51.2,2135.0,17.2,817.0,716.0,-22.7,-974.0,-947.0,,-71.3,-10.0,-13.5,33.5,-8.6,-261.8,87.4
22-07-2025,50.01,0.036,71.66,4.83,55.6,2316.0,14.7,750.0,611.0,-22.5,-944.0,-937.0,,-54.0,-14.9,-11.3,60.2,-8.5,-276.2,96.0
23-07-2025,50.01,0.028,78.46,1.11,58.9,2455.0,13.6,777.0,568.0,-23.1,-998.0,-960.0,,-22.1,-26.7,-0.9,63.2,-8.5,-297.0,116.8
24-07-2025,50.01,0.024,81.75,3.26,52.6,2190.0,14.7,738.0,611.0,-22.7,-916.0,-948.0,,-28.0,-26.8,5.5,53.9,-8.4,-286.2,120.9
25-07-2025,49.99,0.026,83.73,3.47,57.3,2387.0,16.4,771.0,682.0,-22.6,-957.0,-943.0,,-70.5,-16.4,-4.3,33.6,-8.5,-311.6,131.1
26-07-2025,50.01,0.075,74.53,4.8,57.9,2413.0,17.7,856.0,738.0,-22.7,-958.0,-948.0,,-78.3,-18.9,-6.0,31.3,-8.4,-340.3,143.9
27-07-2025,50.02,0.074,75.59,2.4,52.5,2187.0,15.3,820.0,638.0,-23.0,-992.0,-959.0,,-71.9,-12.6,2.6,54.6,-8.5,-405.4,153.6
28-07-2025,50.01,0.032,74.35,3.33,57.0,2377.0,16.9,885.0,705.0,-23.2,-1002.0,-967.0,,-79.1,-10.8,-21.7,53.4,-8.5,-387.9,75.5
29-07-2025,50.01,0.034,74.47,2.37,51.6,2152.0,17.1,843.0,715.0,-22.9,-971.0,-953.0,,-57.6,-14.1,-29.6,56.0,-8.5,-314.0,36.2
30-07-2025,50.0,0.037,72.87,6.13,53.9,2246.0,16.7,872.0,694.0,-21.9,-956.0,-911.0,,-57.1,-13.9,-46.0,44.7,-8.5,-297.7,-0.1
31-07-2025,50.01,0.045,73.68,4.48,53.9,2247.0,17.4,849.0,726.0,-12.4,-526.0,-518.0,,-64.4,-14.8,-53.9,30.1,-8.5,-260.3,-9.2
01-08-2025,50.01,0.03,76.42,4.24,51.9,2164.0,16.1,795.0,671.0,-12.5,-529.0,-519.0,,-65.8,-18.7,-60.2,30.6,-8.5,-251.7,-69.4
02-08-2025,49.99,0.052,74.38,10.61,49.3,2054.0,15.3,872.0,639.0,-15.4,-994.0,-643.0,,-51.3,-11.4,-52.7,26.6,-8.5,-174.3,-111.1
03-08-2025,49.99,0.046,77.15,7.96,52.9,2205.0,15.4,855.0,640.0,-23.5,-1001.0,-979.0,,-57.7,-4.3,-50.9,7.4,-8.5,-120.1,-107.3
04-08-2025,50.0,0.03,77.36,5.31,52.5,2188.0,18.7,892.0,780.0,-23.4,-1005.0,-974.0,,-77.0,-3.9,-58.9,-7.4,-8.4,-120.2,-93.7
05-08-2025,49.99,0.051,71.85,9.62,49.2,2049.0,20.7,954.0,862.0,-23.9,-1007.0,-994.0,,-68.5,-8.0,-45.4,-9.5,-8.4,-136.7,-49.0
06-08-2025,50.01,0.031,72.56,4.27,51.6,2148.0,19.6,912.0,816.0,-23.9,-1014.0,-997.0,,-79.2,-8.7,-39.7,-1.4,-8.3,-188.0,7.6
07-08-2025,50.01,0.026,80.08,1.89,46.2,1927.0,20.4,912.0,851.0,-24.0,-1012.0,-1000.0,,-75.1,-11.7,-41.3,5.0,-8.5,-188.6,33.2
08-08-2025,50.0,0.029,79.93,4.92,52.2,2175.0,20.9,997.0,870.0,-23.7,-1002.0,-987.0,,-83.7,-4.5,-30.2,-2.5,-8.4,-220.8,14.3
09-08-2025,50.02,0.039,68.68,3.07,51.7,2154.0,20.1,961.0,837.0,-23.9,-1005.0,-998.0,,-68.3,-9.4,-41.7,20.4,-8.5,-179.5,-20.1
10-08-2025,49.99,0.015,94.48,0.9,51.1,2129.0,21.6,930.0,899.0,-23.9,-1008.0,-997.0,,-72.6,-10.8,-28.0,28.3,-8.5,-182.1,52.4
11-08-2025,50.0,0.027,83.45,1.81,56.6,2358.0,19.7,915.0,823.0,-24.2,-1018.0,-1010.0,,-67.7,-10.2,-26.5,33.1,-8.6,-234.4,43.7
12-08-2025,49.98,0.031,83.81,8.54,51.8,2160.0,18.6,905.0,773.0,-24.2,-1017.0,-1008.0,,-48.3,-9.8,-10.6,43.7,-8.4,-271.7,83.0
13-08-2025,49.98,0.034,82.58,7.96,53.5,2228.0,18.2,842.0,757.0,-24.1,-1018.0,-1004.0,,-105.2,2.7,-13.2,15.6,-8.6,-288.5,119.1
14-08-2025,49.98,0.072,75.91,10.61,55.2,2300.0,18.6,931.0,774.0,-23.7,-1011.0,-985.0,,-109.8,-3.7,-9.9,11.5,-11.9,-301.6,144.5
15-08-2025,49.98,0.046,77.16,8.28,50.2,2090.0,17.7,894.0,736.0,-23.8,-1014.0,-990.0,,-94.5,0.5,-5.1,27.9,-6.3,-286.8,144.9
16-08-2025,49.98,0.062,69.91,15.38,55.0,2293.0,10.6,730.0,443.0,-24.3,-1024.0,-1011.0,,-84.7,-8.5,-5.6,28.8,-7.2,-306.9,135.2
17-08-2025,50.0,0.051,76.98,7.36,57.6,2399.0,9.6,795.0,401.0,-23.8,-1014.0,-991.0,,-65.9,-2.9,-0.2,38.0,-7.4,-305.4,148.4
18-08-2025,49.99,0.039,78.65,9.55,52.9,2206.0,16.1,927.0,671.0,-24.0,-1024.0,-999.0,,-60.7,-11.6,1.1,35.6,-7.2,-328.0,149.4
19-08-2025,50.01,0.032,78.07,3.11,47.5,1979.0,19.2,872.0,799.0,-23.5,-1012.0,-978.0,,-71.1,-11.8,7.0,39.4,-7.4,-342.8,165.5
20-08-2025,49.99,0.077,71.66,10.89,54.8,2283.0,19.0,902.0,792.0,-23.4,-983.0,-973.0,,-69.6,-11.2,-19.4,61.8,-7.2,-282.0,98.2
21-08-2025,49.98,0.076,74.65,13.7,55.3,2303.0,18.3,885.0,763.0,-22.8,-970.0,-952.0,,-79.7,-6.2,-42.4,50.3,-7.2,-299.9,8.9
22-08-2025,50.01,0.024,79.12,2.04,54.7,2278.0,17.9,863.0,745.0,-22.6,-964.0,-940.0,,-84.6,-5.4,-51.5,35.9,-7.1,-309.7,-65.9
23-08-2025,50.04,0.088,61.85,3.76,55.0,2291.0,18.7,859.0,778.0,-23.0,-980.0,-960.0,,-84.5,-9.5,-40.0,20.6,-7.2,-319.3,-59.7
24-08-2025,50.02,0.06,68.54,6.3,49.7,2070.0,14.0,761.0,582.0,-23.3,-980.0,-970.0,,-74.1,-10.5,-38.3,55.1,-7.4,-245.2,-8.6
25-08-2025,50.01,0.042,73.83,4.69,47.0,1957.0,17.0,905.0,707.0,-23.2,-980.0,-966.0,,-31.6,-11.8,-50.9,63.6,-7.3,-147.7,-73.7
26-08-2025,49.99,0.05,73.37,9.24,43.7,1821.0,14.8,892.0,617.0,-23.3,-980.0,-970.0,,-28.5,-13.9,-42.6,68.1,-7.3,-123.6,-15.0
27-08-2025,49.98,0.043,79.22,9.29,51.8,2157.0,17.7,898.0,739.0,-23.2,-977.0,-967.0,,-41.6,-13.8,-20.2,51.7,-7.4,-212.1,75.9
28-08-2025,50.01,0.033,79.36,2.33,53.5,2231.0,18.7,997.0,778.0,-23.0,-1003.0,-957.0,,-51.2,-10.4,-23.9,46.9,-7.3,-241.0,93.1
29-08-2025,50.0,0.051,71.71,9.04,52.1,2172.0,19.1,924.0,798.0,-23.3,-1018.0,-969.0,,-70.7,-5.8,-30.0,42.1,-7.2,-232.0,80.4
30-08-2025,50.01,0.053,75.42,6.01,53.7,2239.0,19.4,964.0,810.0,-24.1,-1020.0,-1002.0,,-85.6,-4.8,-37.7,39.4,-7.1,-234.4,62.1
31-08-2025,50.02,0.049,74.58,2.75,50.4,2100.0,19.6,967.0,817.0,-24.4,-1029.0,-1017.0,,-52.1,-4.2,-41.7,54.1,-6.3,-144.9,8.8
01-09-2025,50.0,0.082,65.91,8.65,50.0,2085.0,17.3,838.0,720.0,-24.5,-1032.0,-1020.0,,-4.3,-10.1,-48.3,74.1,-7.3,-149.6,13.5
02-09-2025,50.01,0.041,69.7,6.09,54.3,2264.0,18.2,903.0,757.0,-24.6,-1039.0,-1023.0,,-16.3,-15.0,-49.1,61.6,-7.3,-126.2,-7.2
03-09-2025,50.0,0.035,79.7,4.22,52.8,2200.0,19.1,928.0,798.0,-24.4,-1030.0,-1018.0,,-25.5,-14.2,-45.4,52.2,-7.3,-137.1,11.4
04-09-2025,50.0,0.03,81.71,4.59,48.5,2023.0,18.9,923.0,788.0,-24.6,-1164.0,-1025.0,,-36.5,-14.4,-43.6,51.4,-7.3,-154.1,19.4
05-09-2025,49.99,0.038,78.95,8.23,53.1,2214.0,19.3,898.0,803.0,-24.8,-1041.0,-1032.0,,-42.4,-14.3,-59.4,48.9,-7.2,-154.8,-31.7
06-09-2025,49.98,0.041,76.03,10.6,54.8,2282.0,21.0,970.0,874.0,-24.6,-1041.0,-1026.0,,-40.6,-14.1,-56.1,60.1,-7.3,-165.1,-64.1
07-09-2025,49.99,0.068,61.71,15.03,53.2,2218.0,20.8,971.0,866.0,-24.7,-1038.0,-1028.0,,-22.6,-11.1,-57.9,60.6,-7.4,-148.3,-67.7
08-09-2025,49.96,0.15,63.89,20.89,53.4,2226.0,20.4,1002.0,850.0,-24.5,-1034.0,-1020.0,,-30.4,-13.1,-63.2,54.3,-7.3,-134.0,-130.5
09-09-2025,49.94,0.193,66.25,23.07,51.0,2123.0,21.4,993.0,892.0,-24.5,-1056.0,-1022.0,,-39.0,-12.3,-64.1,40.4,-7.4,-116.9,-161.6
10-09-2025,50.01,0.039,78.5,4.26,53.4,2223.0,17.8,1001.0,743.0,-24.5,-1039.0,-1020.0,,-41.4,-13.0,-56.1,47.5,-7.2,-125.9,-131.0
11-09-2025,50.0,0.025,80.36,3.52,50.0,2082.0,17.2,1091.0,719.0,-24.4,-1041.0,-1016.0,,-49.4,-15.0,-50.6,40.7,-7.4,-127.4,-93.4
12-09-2025,50.0,0.022,83.82,3.24,52.9,2206.0,22.5,1101.0,938.0,-23.8,-1041.0,-990.0,,-60.4,-13.8,-40.6,27.3,-7.4,-160.1,-68.9
13-09-2025,49.99,0.023,86.1,3.31,54.0,2249.0,22.8,1047.0,949.0,-23.5,-1011.0,-978.0,,-64.2,-10.1,-44.4,37.1,-7.3,-191.6,-8.5
14-09-2025,50.0,0.028,79.41,4.61,54.7,2280.0,23.3,934.0,970.0,-23.8,2342.0,-993.0,,-93.9,4.4,-26.5,20.8,-7.3,-224.5,77.5
15-09-2025,50.02,0.023,77.49,0.0,52.3,2177.0,22.8,1081.0,951.0,-23.6,-995.0,-983.0,,-87.3,-3.6,-40.6,19.5,-11.9,-241.0,40.5
16-09-2025,50.01,0.04,75.84,4.21,55.2,2301.0,23.6,1062.0,983.0,-23.5,-993.0,-980.0,,-90.9,-3.7,-46.0,9.0,-12.1,-226.6,-12.8
17-09-2025,49.99,0.019,91.56,3.34,53.7,2238.0,25.2,1136.0,1051.0,-23.6,-991.0,-981.0,,-104.7,2.1,-48.7,-12.3,-12.2,-196.4,-29.3
18-09-2025,49.99,0.017,92.41,1.72,52.0,2168.0,23.3,1195.0,972.0,-23.6,-993.0,-982.0,,-93.5,-3.1,-37.1,-7.6,-12.0,-198.4,24.0
19-09-2025,50.0,0.018,89.46,2.35,54.6,2276.0,23.2,1096.0,965.0,-23.8,-1015.0,-991.0,,-79.0,-8.0,-40.7,13.3,-12.1,-233.8,54.2
